epoch,train_loss,val_loss,lr
1.0,0.004239559509307146,0.004827640950679779,0.001
2.0,0.004230705072879791,0.004820555914193392,0.001
3.0,0.004225767246633768,0.0048168739303946495,0.001
4.0,0.00422201114192605,0.004814249463379383,0.001
5.0,0.004219021595269441,0.004811911843717098,0.001
6.0,0.0042173825931549076,0.004812047351151705,0.001
7.0,0.0042149322961270805,0.004811503924429417,0.001
8.0,0.004213411430642008,0.004812202882021666,0.001
9.0,0.004211003692299127,0.004813091829419136,0.001
10.0,0.004211128877401352,0.004814672749489546,0.001
11.0,0.00420858298920095,0.004813073668628931,0.001
12.0,0.004214693578630686,0.004814321640878916,0.001
13.0,0.0042135572248697285,0.004811988212168217,0.001
14.0,0.004215557273477316,0.00481300987303257,0.001
15.0,0.004213706971257925,0.0048128096386790276,0.001
16.0,0.0042133794140815735,0.00481270719319582,0.001
17.0,0.004214258813112974,0.0048117791302502155,0.001
18.0,0.0042137768065929415,0.004811639431864023,0.001
19.0,0.004212356635332108,0.004811203107237816,0.001
20.0,0.004212550021409988,0.004810656420886517,0.001
21.0,0.004213459004312753,0.0048103635199368,0.001
22.0,0.004212405482679605,0.004810361657291651,0.001
23.0,0.004211332101896405,0.004810563754290342,0.001
24.0,0.004211388671249151,0.004811506252735853,0.001
25.0,0.004212293626964092,0.004810423124581575,0.0005
26.0,0.004209056167602539,0.0048092869110405445,0.0005
27.0,0.004208139344379306,0.004809082020074129,0.0005
28.0,0.004206353627890349,0.0048090689815580845,0.0005
29.0,0.004205172883272171,0.004809059202671051,0.0005
30.0,0.004202959995344281,0.0048095290549099445,0.0005
31.0,0.0042012093175947665,0.004808927420526743,0.0005
32.0,0.004200266555845738,0.004808864556252956,0.0005
33.0,0.004201253737211227,0.004808938130736351,0.0005
34.0,0.004199532141387462,0.004809024278074503,0.0005
35.0,0.0041992836897075175,0.004808839876204729,0.0005
36.0,0.004197504423856736,0.004808471538126469,0.0005
37.0,0.004197089383006096,0.004808470606803894,0.0005
38.0,0.004197265341728926,0.004808065015822649,0.0005
39.0,0.00419460063368082,0.004808299243450165,0.0005
40.0,0.00419414400473237,0.004808246623724699,0.0005
41.0,0.004193226422816515,0.004807955119758844,0.0005
42.0,0.004192443364784122,0.004807730671018362,0.0005
43.0,0.004191498445123434,0.004807836841791868,0.0005
44.0,0.004191053864881397,0.004807685501873493,0.0005
45.0,0.004190269903391599,0.004807732533663511,0.0005
46.0,0.004189203026220202,0.004807924386113882,0.0005
47.0,0.004187934648543596,0.004807563032954931,0.0005
48.0,0.004186585019901395,0.004807500168681145,0.0005
49.0,0.004185566892027855,0.004807368386536837,0.0005
50.0,0.004184942189455032,0.0048075527884066105,0.00025
