snr_db,ComNet-BiLSTM,ComNet-CE-ZF-Hard,Desired-only MRC,LMMSE-MMSE,LMMSE-ZF,LS-MMSE,LS-ZF,Pre-RF True-H MMSE,Pre-RF True-H ZF,RF-aware True-H WL-MMSE
0.0,0.3249297526041667,0.325714453125,0.374023828125,0.308806640625,0.32570182291666666,0.3793346354166667,0.3851106119791667,0.27221875,0.28396927083333334,0.27221875
5.0,0.20601100260416666,0.21767864583333332,0.265305078125,0.20245143229166668,0.2176228515625,0.27191412760416667,0.280688671875,0.17214166666666667,0.18115494791666667,0.17214173177083333
10.0,0.1099326171875,0.11931393229166666,0.16482161458333333,0.11047415364583334,0.11920384114583334,0.16275384114583333,0.17036243489583333,0.08534322916666667,0.0902078125,0.0853431640625
15.0,0.04396666666666667,0.04787200520833333,0.10031048177083333,0.044765494791666666,0.047816927083333335,0.07709518229166666,0.0811912109375,0.027226041666666666,0.0289779296875,0.027226041666666666
20.0,0.014448893229166667,0.0153279296875,0.07191419270833334,0.0148033203125,0.015415169270833333,0.024824739583333335,0.025986588541666668,0.006357096354166667,0.0067958984375,0.006357096354166667
25.0,0.0047876953125,0.004940755208333333,0.06396555989583333,0.005282747395833333,0.005391666666666667,0.006114908854166667,0.006288346354166667,0.0016693359375,0.0017848307291666668,0.0016694010416666667
30.0,0.00155,0.0015766276041666667,0.06191373697916667,0.001993880208333333,0.002009895833333333,0.0016435546875,0.0016744140625,0.000499609375,0.0005307942708333333,0.000499609375
35.0,0.0004912760416666667,0.0004906901041666666,0.06135130208333334,0.0006901692708333333,0.0006909505208333333,0.0004895833333333333,0.00049375,0.00015611979166666666,0.00016510416666666667,0.00015611979166666666
40.0,0.00015442708333333332,0.00015546875,0.061161653645833335,0.0002107421875,0.00021165364583333333,0.00015397135416666668,0.000155078125,5.104166666666667e-05,5.319010416666666e-05,5.104166666666667e-05
