snr_db,ComNet-BiLSTM,ComNet-CE-ZF-Hard,Desired-only MRC,LMMSE-MMSE,LMMSE-ZF,LS-MMSE,LS-ZF,Pre-RF True-H MMSE,Pre-RF True-H ZF,RF-aware True-H WL-MMSE
0.0,0.32302734375,0.32530546875,0.37397838541666667,0.30840384114583336,0.3252901692708333,0.37923802083333336,0.38498645833333334,0.2720772786458333,0.2829359375,0.27207734375
5.0,0.20546595052083333,0.21706634114583334,0.26512845052083334,0.20176477864583334,0.21699986979166666,0.27169016927083334,0.2804518880208333,0.17188723958333332,0.1800763671875,0.1718873046875
10.0,0.10858346354166666,0.11814557291666666,0.16436998697916666,0.109244140625,0.11801868489583334,0.16234622395833334,0.16996744791666665,0.08499928385416666,0.08931419270833334,0.08499934895833333
15.0,0.04194055989583333,0.04593151041666667,0.09949622395833334,0.04271666666666667,0.04578430989583333,0.0766015625,0.08067447916666666,0.0269541015625,0.028502083333333334,0.02695397135416667
20.0,0.012971549479166667,0.013888411458333333,0.07101490885416667,0.0131162109375,0.013705598958333334,0.0245298828125,0.025679817708333334,0.006272526041666666,0.006671549479166667,0.006272591145833333
25.0,0.004258919270833333,0.0044392578125,0.063137890625,0.004423697916666667,0.004531966145833333,0.006035677083333333,0.006201627604166667,0.0016493489583333334,0.001762109375,0.0016493489583333334
30.0,0.0014772786458333333,0.0015163411458333333,0.06116907552083333,0.0017958984375,0.001822265625,0.0016257161458333334,0.001649609375,0.00049453125,0.0005288411458333333,0.00049453125
35.0,0.00048404947916666664,0.0004884114583333333,0.060602408854166664,0.0007388671875,0.0007450520833333334,0.000487109375,0.0004914713541666666,0.00015598958333333334,0.0001669921875,0.00015598958333333334
40.0,0.00015748697916666667,0.000155078125,0.06041888020833333,0.00025696614583333333,0.00025748697916666666,0.0001537109375,0.00015364583333333333,5.1302083333333335e-05,5.5143229166666665e-05,5.123697916666667e-05
