epoch,train_loss,val_loss,lr
1.0,0.004023980498313904,0.004589180462062359,0.001
2.0,0.004014629195779562,0.0045837704092264175,0.001
3.0,0.004012052749469876,0.004582698922604322,0.001
4.0,0.004010175901651382,0.00457936292514205,0.001
5.0,0.004005248384922742,0.004574548918753862,0.001
6.0,0.00400236114308238,0.0045736380852758884,0.001
7.0,0.003999709677696228,0.004573632497340441,0.001
8.0,0.003997598270103335,0.004573747515678406,0.001
9.0,0.0039954132445156575,0.0045762802474200726,0.001
10.0,0.0039936350829899315,0.004574342630803585,0.001
11.0,0.003995357476472855,0.004574348218739033,0.001
12.0,0.003995076726227999,0.004575879313051701,0.001
13.0,0.004000083370953799,0.0045759472995996475,0.001
14.0,0.0039975832596421245,0.004575269762426615,0.001
15.0,0.003998031065315009,0.004575170576572418,0.001
16.0,0.003998758252859115,0.004574580118060112,0.001
17.0,0.003998549711108208,0.004573642276227474,0.001
18.0,0.003998230136483908,0.00457296147942543,0.001
19.0,0.00399767214730382,0.004573744721710682,0.001
20.0,0.003996195337921381,0.004573254380375147,0.001
21.0,0.0039970017285645,0.004573432728648186,0.001
22.0,0.00399635128185153,0.004574062768369913,0.001
23.0,0.003996599400192499,0.004573468118906021,0.001
24.0,0.003996528797149658,0.004573389887809753,0.001
25.0,0.003995651635751128,0.004573008045554161,0.0005
26.0,0.003993783996552229,0.004571766126900911,0.0005
27.0,0.0039911382471770045,0.004571694415062666,0.0005
28.0,0.00398978826880455,0.00457187183201313,0.0005
29.0,0.003988558022305369,0.004572027362883091,0.0005
30.0,0.003987499930411577,0.004572179168462753,0.0005
31.0,0.003986205694526434,0.004571645986288786,0.0005
32.0,0.003985698749423027,0.004571986850351095,0.0005
33.0,0.0039844586828351024,0.004572014324367046,0.0005
34.0,0.003984275722503662,0.004571857396513224,0.0005
35.0,0.003984047983214259,0.004572068806737661,0.0005
36.0,0.0039829252481460575,0.004571474157273769,0.0005
37.0,0.003982342708557844,0.004571734927594662,0.0005
38.0,0.003981489001661539,0.004571634344756603,0.0005
39.0,0.0039793716633319855,0.0045716483145952225,0.0005
40.0,0.0039794819971174,0.004571305122226477,0.0005
41.0,0.0039779228280484675,0.004571923054754734,0.0005
42.0,0.003976969057321549,0.004572519566863775,0.0005
43.0,0.003976428370624781,0.004571248311549425,0.0005
44.0,0.00397627993054688,0.004571494646370411,0.0005
45.0,0.003974456453323364,0.004571605008095503,0.0005
46.0,0.003973664414063096,0.004571755416691303,0.0005
47.0,0.003972967426925897,0.0045709433034062386,0.0005
48.0,0.003971725101023912,0.004571692552417517,0.0005
49.0,0.00397192748658359,0.004570490680634975,0.0005
50.0,0.00397169967636466,0.0045706164091825485,0.00025
