epoch,train_loss,val_loss,lr
1.0,0.004426154428571463,0.005013083107769489,0.001
2.0,0.004408506584912539,0.004998262971639633,0.001
3.0,0.004392167925536632,0.004981322214007378,0.001
4.0,0.004377481224685907,0.004970873706042767,0.001
5.0,0.0043718965071439745,0.004966829437762499,0.001
6.0,0.00436769558608532,0.004966492298990488,0.001
7.0,0.004363522981703281,0.004964535124599934,0.001
8.0,0.004360575650930404,0.0049655684269964695,0.001
9.0,0.0043558461476862435,0.004969719797372818,0.001
10.0,0.004354929484277964,0.00496527599170804,0.001
11.0,0.004352393959313631,0.004967724904417992,0.001
12.0,0.004356081680655479,0.004968298599123955,0.001
13.0,0.004356649581491947,0.0049659074284136295,0.001
14.0,0.004354236805737019,0.0049655502662062645,0.001
15.0,0.004354272664487362,0.0049633122980594635,0.001
16.0,0.0043546387551724915,0.004962896462529898,0.001
17.0,0.004351489351093769,0.004962702747434378,0.001
18.0,0.0043512746369838715,0.0049628461711108685,0.001
19.0,0.004352185064405203,0.004962505307048559,0.001
20.0,0.004352140039056539,0.004961939062923193,0.001
21.0,0.004352001171112061,0.004961452912539244,0.001
22.0,0.004350713396817446,0.004962793551385403,0.001
23.0,0.004350983226299286,0.004960840567946434,0.001
24.0,0.004351195847988129,0.004962229635566473,0.001
25.0,0.004351615589261055,0.00496091041713953,0.0005
26.0,0.004345672559589148,0.004957699682563543,0.0005
27.0,0.0043423598599433896,0.0049568237736821175,0.0005
28.0,0.004338812755793333,0.0049566407687962055,0.0005
29.0,0.00433708514854312,0.004957095719873905,0.0005
30.0,0.00433668730571866,0.004956378135830164,0.0005
31.0,0.0043336921818554405,0.004955672658979893,0.0005
32.0,0.00433265675470233,0.0049559385515749454,0.0005
33.0,0.004332384811490774,0.004956433083862066,0.0005
34.0,0.004330694948285818,0.004955994430929422,0.0005
35.0,0.0043320848713815216,0.004955920856446028,0.0005
36.0,0.00432954033061862,0.004955656360834837,0.0005
37.0,0.004328984028995037,0.004956116434186697,0.0005
38.0,0.004329054543524981,0.004956336691975594,0.0005
39.0,0.004328868414610624,0.004955540411174297,0.0005
40.0,0.0043265323050320145,0.0049555073492228985,0.0005
41.0,0.004325657010227441,0.004954887088388205,0.0005
42.0,0.004325099270790816,0.004955703858286142,0.0005
43.0,0.0043230269360542296,0.004956120625138283,0.0005
44.0,0.004323616582155227,0.004956271965056658,0.0005
45.0,0.004321769507676363,0.00495604332536459,0.0005
46.0,0.004321454279571772,0.0049558766186237335,0.0005
47.0,0.004321434114128352,0.00495509710162878,0.0005
48.0,0.004320658620893955,0.004955237731337547,0.0005
49.0,0.004320873725265265,0.004954892210662365,0.0005
50.0,0.004319183342307806,0.004954496864229441,0.00025
