epoch,train_loss,val_loss,lr
1.0,0.004205534600466489,0.004771022591739893,0.001
2.0,0.00418783017128706,0.004750940483063459,0.001
3.0,0.004168658472001553,0.004737270064651966,0.001
4.0,0.004156287430673838,0.004728088155388832,0.001
5.0,0.004149737857878208,0.0047210147604346275,0.001
6.0,0.004145173887610435,0.004720835015177727,0.001
7.0,0.0041410708583891395,0.004720086697489023,0.001
8.0,0.004136844594702125,0.004720019642263651,0.001
9.0,0.004132784738540649,0.004720911383628845,0.001
10.0,0.004136348907500505,0.004722096957266331,0.001
11.0,0.004135802869275213,0.004724135156720877,0.001
12.0,0.004138863198012113,0.004722978919744492,0.001
13.0,0.004133040606826544,0.004721939563751221,0.001
14.0,0.004132981431931257,0.004724594298750162,0.001
15.0,0.004132596098184586,0.004721188452094793,0.001
16.0,0.004131644210666418,0.004718951880931854,0.001
17.0,0.004131591535061598,0.004718460608273745,0.001
18.0,0.004132339889407158,0.004718302749097347,0.001
19.0,0.004132682331949473,0.004718918353319168,0.001
20.0,0.004131829929798841,0.004717669449746609,0.001
21.0,0.004131312289983034,0.004721163306385279,0.001
22.0,0.004129124480485916,0.004719411954283714,0.001
23.0,0.0041301567054539915,0.004717635922133923,0.001
24.0,0.004129932921230793,0.004718432668596506,0.001
25.0,0.004130482710003853,0.004719945602118969,0.0005
26.0,0.004126136779040098,0.0047136517241597176,0.0005
27.0,0.00412246792793274,0.004713117145001888,0.0005
28.0,0.004119498038738966,0.004713071044534445,0.0005
29.0,0.004116763741075993,0.0047129057347774506,0.0005
30.0,0.004115930656418204,0.004713149741292,0.0005
31.0,0.004114469434767961,0.0047124470584094524,0.0005
32.0,0.0041138474558293815,0.004712147172540426,0.0005
33.0,0.0041133939468860625,0.004713207948952913,0.0005
34.0,0.004112076932787896,0.004712980706244707,0.0005
35.0,0.004110451948344708,0.004712240304797888,0.0005
36.0,0.004109608448743821,0.004712498746812344,0.0005
37.0,0.00410892589122057,0.004712444264441729,0.0005
38.0,0.004108937697261572,0.004712921567261219,0.0005
39.0,0.004108109091967344,0.0047119613736867905,0.0005
40.0,0.004107151409387589,0.00471165357157588,0.0005
41.0,0.004107070521563292,0.004712432157248259,0.0005
42.0,0.004107198917493224,0.004712102003395557,0.0005
43.0,0.004105616734102369,0.004712284542620182,0.0005
44.0,0.004105437713861466,0.004712419584393501,0.0005
45.0,0.004104653883427381,0.004712067078799009,0.0005
46.0,0.004103859018012882,0.004712860565632582,0.0005
47.0,0.004105482911169529,0.00471152039244771,0.0005
48.0,0.004103884905055166,0.004711249843239784,0.0005
49.0,0.004102249060198664,0.004711240995675325,0.0005
50.0,0.004102387249320745,0.004711288958787918,0.00025
