snr_db,cond_A_mean,cond_A_p95,desired_power_mean,effective_sinr_db_mean,effective_sinr_db_p10,inter_stream_power_mean,interference_to_desired_ratio,interference_to_desired_ratio_db,noise_power_mean
0.0,4.797388076782227,12.65145492553711,2.897698163986206,-1.5645878314971924,-4.292630672454834,0.5040308833122253,0.17394181684501517,-7.59595997975032,3.273206949234009
5.0,4.797388076782227,12.65145492553711,2.897698163986206,2.45749568939209,-0.8419382572174072,0.5040308833122253,0.17394181684501517,-7.59595997975032,1.0350788831710815
10.0,4.797388076782227,12.65145492553711,2.897698163986206,5.557437419891357,1.1306285858154297,0.5040308833122253,0.17394181684501517,-7.59595997975032,0.3273206949234009
15.0,4.797388076782227,12.65145492553711,2.897698163986206,7.593509197235107,1.9437295198440552,0.5040308833122253,0.17394181684501517,-7.59595997975032,0.1035078838467598
20.0,4.797388076782227,12.65145492553711,2.897698163986206,8.716590881347656,2.2214698791503906,0.5040308833122253,0.17394181684501517,-7.59595997975032,0.03273206949234009
25.0,4.797388076782227,12.65145492553711,2.897698163986206,9.23462963104248,2.3010647296905518,0.5040308833122253,0.17394181684501517,-7.59595997975032,0.010350788943469524
30.0,4.797388076782227,12.65145492553711,2.897698163986206,9.438140869140625,2.32417893409729,0.5040308833122253,0.17394181684501517,-7.59595997975032,0.0032732069958001375
35.0,4.797388076782227,12.65145492553711,2.897698163986206,9.509449005126953,2.331397294998169,0.5040308833122253,0.17394181684501517,-7.59595997975032,0.0010350788943469524
40.0,4.797388076782227,12.65145492553711,2.897698163986206,9.532931327819824,2.333104133605957,0.5040308833122253,0.17394181684501517,-7.59595997975032,0.00032732071122154593
